,Year,Restructuring,Big4,AOP001,AOP002,AOP003,AOP004,AOP005,AOP006,AOP007,AOP008,AOP009,AOP010,AOP011,AOP012,AOP013,AOP014,AOP015,AOP016,AOP017,AOP018,AOP019,AOP020,AOP021,AOP022,AOP023,AOP024,AOP025,AOP101,AOP102,AOP103,AOP104,AOP105,AOP106,AOP107,AOP108,AOP109,AOP110,AOP111,AOP112,AOP113,AOP114,AOP115,AOP116,AOP117,AOP118,AOP119,AOP120,AOP121,AOP122,AOP123,AOP124,AOP125,AOP201,AOP202,AOP203,AOP204,AOP205,AOP206,AOP207,AOP208,AOP209,AOP210,AOP211,AOP212,AOP213,AOP214,AOP215,AOP216,AOP217,AOP218,AOP219,AOP220,AOP221,AOP222,AOP223,AOP224,AOP225,AOP226,AOP227,AOP228,AOP229,AOP230,AOP231,AOP232,AOP233,AOP234,AOP301,AOP302,AOP303,AOP304,AOP305,AOP306,AOP307,AOP308,AOP309,AOP310,AOP311,AOP312,AOP313,AOP314,AOP315,AOP316,AOP317,AOP318,AOP319,AOP320,AOP321,AOP322,AOP323,AOP324,AOP325,AOP326,AOP327,AOP328,AOP329,AOP330,AOP331,AOP332,AOP333,AOP334,AOP335,AOP336,AOP337,AOP338,AOP339,AOP340,AOP341,AOP342,AOP343,AOP401,AOP402,AOP403,AOP404,AOP405,AOP406,AOP407,AOP408,AOP409,AOP410,AOP411,AOP412,AOP413,AOP414,AOP415,AOP416,AOP417,AOP418,AOP419,AOP420,AOP421,AOP422,AOP423,AOP424,AOP425,AOP426,AOP427,AOP428,AOP429,AOP430,AOP431,AOP432,AOP433,AOP434,AOP435,AOP436,AOP437,AOP438,AOP439,AOP440,AOP441,AOP442,AOP443,AOP444,AOP445,AOP446,AOP447,AOP448,AOP449,AOP450,AOP451,AOP452,AOP453,AOP454,AOP455,AOP456,AOP457,AOP458,AOP459,AOP460,AOP461,AOP462,AOP463,AOP464,AOP465,AOP466,AOP467,AOP468,AOP469,AOP470,AOP471,AOP472,AOP473,AOP474,AOP475,AOP476,AOP477,AOP478,AOP479,AOP480,AOP481,AOP482,AOP483,AOP484,AOP485,AOP486,AOP487,AOP488,AOP489,AOP490,AOP491,AOP492,AOP493,AOP494,AOP495,AOP496,AOP497,AOP498,AOP499,AOP500,AOP501,AOP502,AOP503,AOP504,AOP505,AOP506,AOP507,AOP508,AOP509,AOP510,AOP511,AOP512,AOP513,AOP514,AOP515,AOP516,AOP517,AOP518,AOP519,AOP520,AOP521,AOP522,AOP523,AOP524,AOP525,AOP526,AOP527,AOP528,AOP529,AOP530,AOP531,AOP532,AOP533,AOP534,AOP535,AOP536,AOP537,AOP538,AOP539,AOP540,AOP541,AOP542,AOP543,AOP544,AOP545,AOP546,AOP547,AOP548,AOP549,AOP550,AOP551,AOP552,AOP553,AOP554,AOP555,AOP556,AOP557,AOP558,AOP559,AOP560,AOP561,AOP562,AOP563,AOP564,AOP565,AOP566,AOP567,AOP568,AOP569,AOP601,AOP602,AOP603,AOP604,AOP605,AOP606,AOP607,AOP608,AOP609,AOP610,AOP611,AOP612,AOP613,AOP614,AOP615,AOP616,AOP617,AOP618,AOP619,AOP620,AOP621,AOP622,AOP623,AOP624,AOP625,AOP626,AOP627,AOP628,AOP629,AOP630,AOP631,AOP632,AOP633,AOP634,AOP635,AOP636,AOP637,AOP638,AOP639,AOP640,AOP641,AOP642,AOP643,AOP644,AOP645,AOP646,AOP647,AOP648,AOP649,AOP650,AOP651,AOP652,AOP653,AOP654,AOP655,AOP656,AOP657,AOP658,AOP659,AOP660,AOP661,AOP662,AOP663,AOP664,AOP665,AOP666,AOP667,AOP668,AOP669,AOP670,AOP671,AOP672,AOP673,AOP674,AOP675,AOP676,AOP677,AOP678,AOP679,AOP680,AOP681,AOP682,AOP683,AOP684,AOP685,AOP686,AOP687,AOP688,AOP689,AOP690,AOP691,AOP692,AOP693,AOP694,AOP695,AOP696,AOP697,AOP698,AOP699
AOP480,0.010399346,-0.002143926,0.011555617,0.006814974,-0.000209644,-0.00023522,-0.000516468,0.002195725,0.0018681,0.004482535,-0.000307961,0.009354386,0.009196302,0.008387469,0.036959017,0.006509882,-0.000800659,0.04612359,0.031537918,-0.000741633,0.048840091,-0.000292492,0.077023849,0.000418723,0.013493893,0.000237785,0.013367762,0.000243163,0.000587707,-0.000826026,-0.000209644,-0.000116539,0.000829562,0.000912284,0.161431501,0.023232101,0.001013599,-0.000189654,0.029462891,-0.000685384,0.023977726,0.024240557,0.010754309,0.031122587,0.029088482,-0.000186197,0.03531338,0.009593781,-6.74882E-05,-0.000656691,0.003615332,0.013367762,0.000243163,0.014147421,0.014304232,-0.001108061,-0.000470432,-0.000331761,0.001393519,0.015326209,0.030575652,-0.000929139,-7.09766E-05,0.000230099,0.003369572,8.79891E-06,-0.000720443,0.032447349,0.025091982,-0.000602989,-0.000211933,0.000580939,0.002894322,-0.000436128,0.035506248,0.000137497,0.002895962,-0.000841454,0.024028265,-0.000259104,-0.000240061,-0.000768591,0.002882243,-9.86223E-05,-0.000204072,-0.000457752,-0.000131211,0.008192458,0.007115233,0.003820417,0.012399231,0.007909589,0.009613558,-9.06235E-05,0.028361634,-0.001084521,-0.000252913,0.005804752,-0.000954651,-7.33834E-05,-0.000513432,-0.000639054,7.39142E-05,0.00012097,-0.000523921,0.000293137,-0.000801638,0.001673283,-0.000480365,-0.000819937,0.000540073,0.000231342,-0.000433493,0.000766779,-0.000518212,0.005289887,-0.000123246,0.006403942,-0.002157478,-0.000899431,-0.00114237,0.010104531,0.007204098,0.007232834,-0.000394084,-0.000652863,-0.000341273,-9.63543E-07,0.000140187,-0.000291553,-0.000466335,-0.00013824,-0.000232304,-0.000469195,-0.000431744,-0.000174633,-0.000490442,-0.000104218,-0.000225353,-0.000491354,-5.84209E-05,-0.000206122,-0.000478819,-0.000488588,-0.000128822,-0.00013491,-0.00048652,-0.000194899,-0.000333418,-0.000493897,-0.000121901,-0.00014437,-0.000503881,-0.000280687,-0.000169503,-0.000499059,-0.00017449,-0.000115605,-0.000101343,-0.000174442,-0.000209319,-0.000152113,-0.00017115,-0.000115592,-0.000142858,-0.000171369,-0.00021879,-0.000130711,-0.000155634,-0.000484518,-8.07066E-05,-8.07066E-05,-0.000486267,-0.000194243,-0.000123872,-0.000522016,-0.000101,-0.000107146,-0.000520611,-0.0001304,-0.000102014,-0.000521727,0.000996501,-8.67457E-05,-8.96265E-05,0.001002911,-0.000203713,-0.000213434,0.001003407,-0.000146148,-8.47678E-05,0.000994664,-8.51266E-05,0.000356646,-9.48599E-06,0.00172183,0.000165013,-0.000216232,0.00172569,-0.000135313,-0.000405212,0.001243945,-0.000134056,-0.000250568,0.001240833,-0.00016774,-0.000110124,0.001118572,-0.00042896,1,-0.00011316,0.023367122,-0.000159708,0.026770587,0.007474548,-0.000139672,-8.07066E-05,0.007496253,-0.00023326,0.010117535,0.00237515,0.227704262,0.015408059,-8.07066E-05,0.226343178,0.015236289,0.000291602,0.190993167,0.326916285,-0.00014622,0.207273231,0.055174448,-0.000298175,0.17739776,0.05901461,0.043053665,0.272028307,0.058030794,0.000852154,0.023343995,0.038489827,0.044859577,0.0617683,0.036894533,0.001189332,0.002722135,0.028117899,-0.00046324,0.000211373,-0.000125849,-0.000462321,0.010937296,-0.000288934,0.001570119,5.94404E-05,-0.000158799,0.001565197,0.001786251,-0.00034722,0.002002435,-0.000416888,-8.0971E-05,-9.71943E-05,-0.000414294,-0.000100101,-0.000300695,-0.000141753,-0.000117773,-0.000118609,-0.000139388,-0.000106813,-0.000297374,-0.000161074,0.005855874,0.035855123,0.062484539,0.00594245,0.001794225,0.014616816,0.002560696,0.011320637,0.026526005,0.002108209,0.000633368,0.001587826,0.001511061,-0.000631507,-0.000255258,-0.000213922,-0.000639985,-0.000580272,-0.000190879,-0.000675769,0.000696552,-0.000163503,-0.00064243,0.004073095,-0.000242398,0.000708834,0.000749482,0.011084567,-0.00345386,-0.001024102,0.000313938,-9.3999E-05,-0.000317151,-9.82016E-05,-0.000127444,-0.000186315,0.002182242,0.000209264,-5.63057E-05,-0.000409137,0.002201678,-0.000394382,-0.001269902,-0.001561732,0.001761168,-0.000810772,0.045559775,0.006188453,-0.000387112,-0.000547685,-0.001391067,-0.000939058,-0.000218926,-0.000186052,-0.000479075,-0.000305269,-0.000554939,0.000320153,-0.000824752,-0.000373235,-0.000380388,-0.000276684,-0.000302704,-0.000387112,0.01911631,0.035670318,-0.000714679,0.003226134,0.008743377,-2.43542E-05,-2.82453E-05,3.16568E-05,0.002077925,-0.001108562,0.002293164,0.011633512,-0.000225091,0.000118825,8.21527E-05,-0.001003124,-0.000844822,-0.000907373,0.003712868,0.004548356,-0.000537076,-0.000561126,0.000358253,-0.001493045,0.002611113,-7.21999E-05,0.00723993,0.001280204,0.047048848,0.037947723,0.047100399,-0.000807865,0.007526959,0.026586989,-0.000454105,-0.000565637,-0.000557918,-0.000310188,0.010643235,-0.000970755,-0.000518007,0.026374519,-0.000145403,-0.000316865,-0.000164698,-0.000138651,-8.73803E-05,-0.000108094,,-0.000243564,-0.00025051,-0.000311299,-0.000316121,-0.000244564,-0.000392632,-0.000440001,-0.00050999,-0.000339635,-0.00019514,-0.000142967,-0.000129362
AOP499,0.007531978,-0.002686856,0.014342892,0.004762062,-0.000233095,-0.000261532,-0.000808569,0.000784279,0.000650068,0.00211597,-0.000342412,0.007620574,0.007291447,0.008558639,0.021789715,0.001419147,-0.00091061,0.028310146,0.01577745,-0.000383249,0.03253634,-0.001027473,0.060494182,-0.000788731,0.008592262,-0.001050818,0.008397279,0.004031819,6.73684E-05,-0.000485896,-0.000233095,-0.000226287,-0.000697042,-0.000613007,0.118546849,0.015243743,2.55962E-06,-0.000160542,0.018984309,0.00187363,0.019517147,0.019965297,0.00846537,0.016213116,0.010860605,-0.000207026,0.022596581,0.00153561,7.10591E-05,-0.000837325,0.001345011,0.008397279,0.004031819,0.008711847,0.008936573,-0.001751145,-0.000435638,-0.00015221,6.64606E-05,0.009482953,0.019833044,-0.000950635,-0.001612274,-0.000603522,0.002214095,-0.000173669,-0.000157421,0.019881229,0.014741695,0.009027218,0.00549452,-0.000202003,0.001687894,0.004338519,0.037165233,-0.000667404,0.00165576,-0.001170249,0.011886054,-0.000624391,-0.000268922,-0.001117724,0.001648328,-0.00042364,-0.000243879,-0.000509753,-0.0001564,0.006188113,0.00567712,0.000354843,0.006428775,0.005626618,0.006713412,-0.001473588,0.031556961,-0.001329843,-0.00022134,0.006520464,-0.001184029,0.000995514,0.000209446,-0.001408826,0.001124981,0.002095832,-0.000565561,-0.000753095,-0.000712237,-0.000755658,-0.000361466,0.007395299,-0.001377224,0.000324988,-0.000481985,-0.001108883,0.004299825,0.008415658,0.008110694,0.007148599,0.023330336,-0.001200347,-0.00132543,0.016976557,0.005621648,0.005588285,0.000959869,-0.00099431,-0.00115321,-0.000994106,0.003911068,-0.00102644,5.0087E-05,-0.000153704,-0.00025829,4.65954E-05,-0.000483892,0.008904605,-0.000581038,0.00017756,-0.000250561,-0.000579043,0.005881621,0.000197991,7.08664E-05,-0.000695936,-0.000143232,-0.000150001,-0.000693697,0.006952986,-0.000379557,0.001981878,0.280438468,0.001980056,0.036763887,0.000450823,0.067556962,0.002103745,-0.000194009,-0.000128537,-0.00011268,-0.000193956,-0.000232734,-0.000169129,-0.000190295,0.008786193,0.040111823,-0.000190539,1.34054E-05,-0.000101958,-0.000173043,-0.000538717,-8.97346E-05,-8.97346E-05,-0.000540662,-0.000232897,-0.000161599,-0.000580409,0.008776302,0.003453585,-0.000578848,-0.000170155,-0.000141963,-0.000580088,-0.000139314,-9.64492E-05,-9.96523E-05,-0.000139024,-0.000434502,-0.00023731,-0.000151736,-0.000162497,-9.42501E-05,-0.000159613,-0.000101312,-0.000231281,-0.000107855,-0.00045281,-0.000115676,-0.00024042,-0.000454005,-0.00015045,-0.000451803,-0.000431781,-0.000149051,-0.000278597,-0.000434684,-0.00018923,-0.000124513,-0.000465689,-0.000476944,0.326916285,-0.000125819,0.007302708,-0.000205501,0.012086032,-0.000479932,-0.000155296,-8.97346E-05,-0.000475109,-0.000263308,-0.000256812,-0.000436821,0.228514304,0.00343886,-8.97346E-05,0.22682374,0.006939763,0.252341642,0.142760121,1,0.867225417,0.148942681,0.506334987,0.310917581,0.130351491,0.041940052,0.017089158,0.171092815,0.040507243,0.00073545,0.011407305,0.029955255,0.056013437,0.15303147,0.025385916,4.91957E-05,0.001665566,0.018939375,-0.000784232,-0.000321666,-0.000139632,-0.00078823,-0.000736102,-0.000368693,-0.000826717,0.097247939,-0.000176563,0.000814,-0.000709393,-0.000429512,0.000679436,7.19195E-05,-9.00285E-05,-0.000108067,7.50255E-05,-0.000115636,-0.000338686,-8.52103E-05,0.042274827,0.002303766,-8.2566E-05,-0.000119855,-0.000330639,-0.000128623,0.003343514,0.013635195,0.039049611,0.003269249,-0.000192253,0.011145411,0.001965097,0.005312882,0.067502213,0.001221965,4.74485E-05,0.000792244,0.000920349,6.3893E-05,-0.000283811,-0.000237852,5.04627E-05,-0.000645182,-0.000212231,-6.29065E-05,-0.000316614,0.020546222,-0.000762115,-0.000792033,-0.000269513,-0.000833802,0.000833321,0.004597451,-0.003864229,-0.001217774,-0.001629057,-0.00050956,-0.000354987,-0.000138883,-0.000141701,-0.000563005,0.00085276,0.000262637,0.000363115,-0.000488781,0.000722531,-0.000497232,-0.001509056,-0.001783505,-0.00093785,-0.000921818,0.019701391,0.001228272,-0.000534896,-0.000608953,0.00201778,-0.001212664,-0.000243416,-0.000206865,-0.000532666,-0.001034689,-0.000617016,-0.000458464,-0.000484465,-0.000418871,-0.000527519,-0.000307634,-0.000336565,-0.000534896,0.011372739,0.022979689,-0.000753717,0.001717944,0.005218425,-0.001517565,-0.001495375,-0.001554072,0.001774736,-0.001432974,0.001203074,0.006980879,-0.00039255,-0.001497106,-0.001523313,-0.00268399,-0.001616488,-0.001515311,0.001920113,0.002043344,-0.000446045,0.01023236,-0.000502541,-0.001906636,-0.000357179,-0.001056134,0.017400887,0.000733991,0.03341887,0.026655578,0.030360903,-0.000960071,0.004659102,0.017207139,-0.000462969,-0.000628911,0.005629847,-0.000344886,0.007234299,-0.001226558,-0.000575971,0.017084967,-0.000161668,-0.00035231,-0.000183121,-0.000154161,-9.71548E-05,-0.000120186,,-0.000270809,-0.000278532,-0.000346122,-0.000351483,-0.000271922,-0.000436552,-0.00048922,-0.000567039,-0.000377627,-0.000216968,-0.000158959,-0.000143833
AOP507,0.038995246,-0.004977612,0.030854943,0.036979493,-0.000620256,-1.22541E-05,0.001158793,0.032628632,0.032603119,0.004357119,0.001316362,0.021820975,0.014328808,0.080859356,0.077611474,0.040955524,-0.002217192,0.084678997,0.059605532,0.03130445,0.092834126,0.017133989,0.09004636,0.000957219,0.048040998,0.011261125,0.048580988,0.006506981,0.021039736,0.024734135,-0.000620256,0.00475234,0.012578719,-2.2227E-05,0.15107635,0.056102543,0.045028954,-0.000587248,0.078466279,0.014917521,0.0695398,0.0853285,0.012083884,0.076350905,0.073459933,-0.000588308,0.079498993,0.023982022,0.010914931,-0.000841775,0.03768864,0.048580988,0.006506981,0.056165829,0.055727297,0.013156586,0.002424164,0.00243112,0.012348942,0.063901482,0.099342508,0.006432021,0.040094074,0.021343762,0.021268095,0.004814509,0.06165675,0.065011947,0.054483058,0.066665423,0.06284325,0.004611517,0.063507612,0.01915702,0.054895591,0.004192557,0.063695534,0.004060142,0.023040403,0.001097761,-0.000763473,0.003811366,0.063876696,-0.001182509,-0.000689899,-0.001190428,-0.000444443,0.048290361,0.047137149,0.024063655,0.018800736,0.054167878,0.06012815,0.038702554,0.110525632,0.007924488,0.00684253,0.018354183,0.069097647,0.010055891,0.015067431,0.06679199,0.00445173,0.001228202,0.005270089,0.020837383,0.034003978,0.030227779,0.005028432,0.021111885,0.027529696,0.043142605,-0.00122429,0.050581878,0.011129171,0.018205404,-0.000392749,0.019392243,0.020193524,0.004279035,0.065190052,0.02035972,0.050670542,0.050693094,0.013433326,0.010221869,0.015095682,0.018407181,0.010899779,0.017137246,0.031887227,0.001947881,0.00573716,0.031872578,0.023865957,-0.000456352,0.038585953,-0.000267878,-0.000692349,0.038579237,0.002830426,0.002719135,0.037909595,0.00443068,0.032722723,-0.000345795,0.004438697,0.071600104,-0.001017549,0.030788657,-0.000372613,-0.000351258,0.030506228,0.001027365,-0.000420882,0.088797886,-0.000550499,0.003065855,-0.000320203,-0.000544696,-0.000338786,-0.000480615,-0.000489868,0.001903912,0.012767507,-0.000492279,-0.000613964,-0.000390923,-0.000433549,-0.000552145,-0.000255,0.003240564,-0.000565459,0.040985374,-0.000288506,0.033923523,0.001540493,0.016030294,0.033576807,-0.000474143,-0.000403402,0.030375147,0.040594398,-2.26143E-05,0.029326058,0.028059107,-0.001194737,-0.000644841,0.027205598,-0.000422781,-0.000267654,0.027145927,0.001905978,-0.000638263,0.004189852,0.020807266,0.000129898,0.026652372,0.020665288,-0.000302441,0.006414495,0.015358664,-0.000144113,-0.000738324,0.015351564,0.000592182,0.001238842,0.014045196,-0.001279466,0.272028307,-0.000334037,0.005194806,0.000557721,0.008924374,-0.000334618,-0.000441307,-0.000255,-0.000318651,0.008036336,0.000259458,0.002011131,0.217551899,0.223841123,-0.000255,0.2218948,0.009536196,-0.000697739,0.184073171,0.171092815,0.000303184,0.191922926,0.076609297,-0.000851683,0.166488833,0.113413637,0.046048718,1,0.130108582,0.005593911,0.029121683,0.103059274,0.055135164,0.156272514,0.098410651,0.006576325,0.025025677,0.068701572,0.043623453,0.001907962,7.45325E-05,0.053264854,0.036050001,0.021414608,0.053234111,0.009523328,0.006594934,0.053114526,0.068110342,0.017909151,0.063871968,-0.000499119,-0.000255835,-0.000140907,-0.000512852,-0.000326432,-0.00094516,-0.000344275,0.008499725,0.00013481,-0.000336781,-0.00033952,0.000799244,-0.000496912,0.039556357,0.033763915,0.216057135,0.038077793,0.020015065,0.007733969,0.038905857,0.005534757,0.06933069,0.038092197,0.007128948,0.046909985,0.029641186,0.02068099,0.012789064,-0.000675907,0.021220571,0.001261482,0.022410503,0.013365787,0.001942856,-0.000514902,0.01342251,0.036235595,0.03021847,0.015200501,0.002368059,0.041641865,0.011353557,-0.00155906,0.048125671,0.004840012,6.96539E-05,0.000682711,-0.000144681,0.00419548,0.034284166,0.0057618,0.002989462,0.001776404,0.034198579,0.017620258,0.017298099,1.47996E-05,0.068086048,-0.002244471,0.023153613,0.039395256,0.029971916,0.001911407,0.019545769,0.022709905,-0.000691592,-0.00058785,0.007699847,0.003640023,-0.00174232,0.058104399,0.024739036,0.010343761,0.03002279,-0.000873351,-0.000955569,0.029971916,0.058791918,0.080733235,0.00202765,0.012723654,0.048014345,0.039143711,0.0344631,0.043859253,0.007261252,0.0066,0.011119034,0.049547665,0.003330025,0.042928463,0.0444046,0.010732784,0.005608903,0.017781926,0.019042937,0.042737952,0.019217681,0.010912606,0.020475936,0.031531456,0.045102672,0.027092995,0.038899766,0.075588497,0.062123949,0.104397056,0.087760361,0.074939396,0.033486991,0.086659824,0.020218912,0.00244135,0.010132671,-0.000935032,0.099592598,0.011637792,0.005208097,0.091408879,-0.000428937,0.001058687,0.000161147,0.053643041,-0.000181838,0.000260285,,0.006687483,0.031097196,0.024007473,0.022652903,0.032735642,0.108894965,0.071952914,0.045322228,0.10924903,-0.000577975,-0.000451717,-0.00039664
AOP492,0.030104249,-0.005631368,0.043388159,0.055921783,-0.00052746,0.129793743,0.030658649,0.010418316,0.009850244,0.008373816,-9.00897E-05,0.079571976,0.07744452,0.07804229,0.081754388,0.02599308,0.004806068,0.096349708,0.088283308,0.028327481,0.067910507,0.016969283,0.101679144,0.012374821,0.065465097,0.00229214,0.06496356,0.069469017,0.046254565,0.052632521,-0.00052746,8.58702E-05,0.005646342,0.05703046,0.581109617,0.05196893,0.028552174,-0.000527196,0.078789765,0.008724415,0.072063838,0.077930618,0.025858927,0.075198307,0.052288989,-0.000532285,0.094781769,0.017279508,0.012807217,0.011947964,0.027762259,0.06496356,0.069469017,0.063044726,0.063841199,0.007370153,0.000819628,0.000139521,0.002749537,0.064128168,0.043644223,0.062534659,0.011673167,0.0056495,0.016276383,0.028917516,0.002785945,0.057490797,0.048077086,0.015557485,0.040036243,0.020607443,0.024103743,0.014899224,0.058549309,0.020060376,0.02418873,0.014756969,0.028476357,0.005366199,-0.00062797,0.019485642,0.024191366,-0.000975984,0.009321452,0.001237188,-0.000399943,0.057998714,0.058045468,0.052328991,0.005698044,0.058737281,0.06466361,0.011294404,0.09864349,0.014598125,0.022163989,0.028933975,0.006423978,0.006031921,0.01196023,0.005475428,0.00346849,0.050686354,0.003788454,0.010104067,0.021032352,0.012596159,0.003271037,0.02143525,0.013866695,0.017914338,0.001539895,0.017162344,0.01256512,0.033373732,0.000232969,0.035950423,0.019944549,0.006185443,0.010197072,0.044402635,0.054621306,0.05444034,0.019968537,0.010354488,0.012521995,0.004661534,0.011300376,0.016972253,0.083658079,-0.000375306,-5.77116E-05,0.083604448,0.000630214,0.000313582,0.082203481,-0.00028099,-0.000576945,0.082191572,0.002333011,-0.000307717,0.080766478,0.012880617,-0.000368265,-0.000385669,0.012892227,0.006392805,-0.000768407,0.014221529,0.020737894,-0.000231881,0.016687778,-0.000530319,0.018006666,0.008160919,-0.000437448,-0.000330481,-0.000289711,-0.000437312,-0.000475793,-0.000393499,-0.000410353,-0.000330445,-0.000408391,-0.00041098,-0.000601643,-0.00036497,-0.000345692,0.002866822,-0.000230717,-0.000230717,0.002860493,-0.00057956,-0.000200763,0.002657109,-0.000288728,-0.000306299,0.002662149,-0.00041975,-0.000342359,0.002274753,0.006041099,-3.04209E-05,-0.000256212,0.006170912,0.001343747,1.25255E-05,0.006160299,-0.000387821,-0.000242327,0.006135215,-0.00023704,0.000881213,0.0002787,0.006527151,0.007154395,-0.000581555,0.006674794,0.001465602,0.012694473,0.005481345,0.004831141,-0.000535902,0.005590803,0.001475695,0.00074453,0.006649898,0.189736675,0.227704262,-0.000323301,0.195110185,0.038324603,0.145202582,0.143359964,-0.000399283,-0.000230717,0.143692071,0.07852963,0.126857113,0.109673869,1,0.275445331,3.06291E-05,0.999632235,0.022504709,0.275274451,0.766393268,0.228514304,0.06737364,0.769191019,0.216369732,0.175981832,0.636999041,0.089534145,0.01333822,0.217551899,0.086846702,0.01773508,0.020143551,0.078808097,0.059282442,0.187381727,0.0732521,0.019053491,0.011683092,0.063561765,0.038916183,-0.000729035,0.008993431,0.038776633,0.017349602,0.007692658,0.039304206,0.010580411,0.019814415,0.039024336,0.027961294,0.015833276,0.041018345,0.000677849,-0.000231248,-0.000277647,0.000686042,-0.000276453,0.000779999,-0.000244351,-0.000336679,-0.000270145,-0.000240422,-0.000304429,0.001988044,-0.000445469,0.078514264,0.018285413,0.056316021,0.078328991,0.006781682,0.019253327,0.070183282,0.007798997,0.086675833,0.069437384,0.009221258,0.015346478,0.062080723,-0.001097789,-0.000704869,-0.000611541,-0.001124472,0.00072878,-0.000477218,-0.000687426,-0.000213505,0.001090575,-0.000743365,0.015918575,0.000445402,0.003705392,0.002142553,0.042042017,-0.003116127,0.00133816,0.006781166,0.066940406,0.004708442,0.008702643,0.000804831,0.060552965,0.011586345,0.003592649,0.001255557,0.009166213,0.012405628,0.012137594,0.007477549,0.016260803,0.025322862,0.004764494,0.030664138,0.025996832,0.003349246,0.012906931,0.032827467,0.033285132,-0.000625821,-0.00053187,0.053502953,-0.000701172,-0.001586408,0.004856422,0.052637925,0.000823435,0.003370108,-0.000730557,-0.000752199,0.003349246,0.069711402,0.095645309,-0.000423316,0.016596821,0.048352624,0.011458372,0.011571659,0.011374851,0.011963283,0.001933597,0.015923845,0.053044268,0.075011828,0.011648867,0.010747403,0.018436401,0.005727064,0.00767672,0.013454586,0.007108486,-0.001332296,0.052224809,0.005583062,0.005082197,0.017769716,0.011296545,0.026311808,0.001645727,0.089018584,0.084554802,0.084535654,0.002441099,0.07067583,0.03749899,-0.000791127,0.001972531,0.007834329,-0.000886409,0.067213705,0.029111736,0.003115944,0.040121407,0.006468018,0.045722892,-0.000251884,-0.000315002,-0.000248188,0.007375999,,0.015788445,0.050645586,0.03201626,0.04175889,0.051946223,0.139868949,0.098554464,0.062116748,0.139843471,0.000447076,0.01739788,0.000163113
